cliente_id,idade,renda_estimada,valor_compra,qtd_parcelas,ja_usou_pix_parcelado_antes,score_credito,inadimplente,estrategia_lembrete,recuperou
CLI3067,61,3050.55,1341.93,3,0,347,1,Lembrete com opção de renegociar,0
CLI3068,28,2312.14,2672.18,2,1,599,0,N/A,0
CLI3069,39,3509.16,2992.47,4,0,737,0,N/A,0
CLI3070,43,1520.86,1531.89,2,0,429,0,N/A,0
CLI3071,58,3523.92,1196.19,9,0,519,0,N/A,0
CLI3072,63,1692.67,2321.22,12,0,529,0,N/A,0
CLI3073,27,3709.94,1575.15,4,1,414,0,N/A,0
CLI3074,50,2528.67,2005.21,2,1,478,0,N/A,0
CLI3075,29,2049.1,595.18,6,1,679,0,N/A,0
CLI3076,60,2303.54,1972.57,4,0,798,0,N/A,0
CLI3077,56,1236.53,842.32,2,0,655,0,N/A,0
CLI3078,50,1045.63,824.33,6,1,756,0,N/A,0
CLI3079,58,5579.02,2791.84,2,0,300,0,N/A,0
CLI3080,28,2137.78,1515.5,3,1,658,0,N/A,0
CLI3081,49,3542.53,657.72,6,0,723,0,N/A,0
CLI3082,27,2169.7,2642.83,4,0,841,0,N/A,0
CLI3083,28,1764.03,1501.08,4,1,646,0,N/A,0
CLI3084,22,3318.12,91.16,9,0,581,1,Lembrete com opção de renegociar,0
CLI3085,40,4042.15,1296.73,12,0,441,0,N/A,0
CLI3086,38,1215.57,2458.35,3,0,413,1,Lembrete simples,0
CLI3087,59,2226.09,532.94,6,0,941,0,N/A,0
CLI3088,35,1584.98,1239.2,4,0,625,0,N/A,0
CLI3089,42,2506.42,2109.41,9,0,687,0,N/A,0
CLI3090,37,3650.48,1498.8,6,0,300,1,Lembrete com opção de renegociar,0
CLI3091,47,1046.83,2236.46,3,0,773,1,Lembrete com opção de renegociar,0
CLI3092,58,1755.22,692.79,3,1,460,0,N/A,0
CLI3093,59,3304.03,2560.26,9,0,633,1,Lembrete simples,0
CLI3094,30,4365.11,1135.53,2,0,739,0,N/A,0
CLI3095,41,1863.71,984.71,3,0,556,0,N/A,0
CLI3096,62,1789.79,1235.11,3,0,607,0,N/A,0
CLI3097,52,5036.65,1306.57,12,1,690,0,N/A,0
CLI3098,58,3354.55,2756.78,2,0,696,0,N/A,0
CLI3099,58,2929.27,2951.11,4,0,613,1,Lembrete com opção de renegociar,0
CLI3100,40,3617.43,923.01,6,0,408,1,Lembrete simples,1
CLI3101,24,2346.26,684.98,3,1,631,0,N/A,0
CLI3102,46,1840.19,621.05,2,0,776,0,N/A,0
CLI3103,39,1104.15,1922.83,9,1,681,1,Lembrete simples,0
CLI3104,20,8965.78,2872.99,12,0,616,1,Lembrete com opção de renegociar,0
CLI3105,36,1015.98,116.5,2,1,433,0,N/A,0
CLI3106,22,979.07,796.24,12,0,682,0,N/A,0
CLI3107,41,3322.68,2663.8,2,0,380,0,N/A,0
CLI3108,26,1632.92,2173.03,3,0,714,0,N/A,0
CLI3109,31,2807.46,744.68,6,1,300,1,Lembrete com opção de renegociar,0
CLI3110,47,900.0,2302.15,12,0,803,0,N/A,0
CLI3111,44,1694.43,615.63,2,1,512,0,N/A,0
CLI3112,32,1596.15,2748.62,12,1,408,1,Lembrete simples,1
CLI3113,62,3127.2,107.77,2,1,479,0,N/A,0
CLI3114,55,3033.38,1596.3,4,1,536,0,N/A,0
CLI3115,56,3075.14,2906.96,12,0,411,1,Lembrete com opção de renegociar,0
CLI3116,45,3585.64,2644.47,4,0,651,0,N/A,0
CLI3117,36,1631.08,2684.57,4,1,565,1,Lembrete com opção de renegociar,1
CLI3118,26,2301.68,438.5,4,0,720,0,N/A,0
CLI3119,63,1475.92,2703.3,4,0,795,1,Lembrete com opção de renegociar,1
CLI3120,30,1265.67,1223.42,3,0,934,0,N/A,0
CLI3121,36,1986.57,1397.02,3,1,300,1,Lembrete com opção de renegociar,1
CLI3122,63,2635.85,1994.95,6,1,584,0,N/A,0
CLI3123,21,1953.86,2511.78,3,0,554,1,Lembrete simples,0
CLI3124,37,900.0,2527.0,2,0,683,1,Lembrete com opção de renegociar,1
CLI3125,33,1561.92,2256.06,4,1,525,0,N/A,0
CLI3126,35,1611.09,2958.8,4,0,820,1,Lembrete com opção de renegociar,1
CLI3127,18,4781.12,366.97,2,0,418,0,N/A,0
CLI3128,49,2123.99,465.9,6,0,533,0,N/A,0
CLI3129,25,1888.23,2835.65,2,1,898,0,N/A,0
CLI3130,41,3843.57,1680.85,6,0,417,0,N/A,0
CLI3131,64,1809.02,86.35,4,0,582,0,N/A,0
CLI3132,44,4327.18,1874.1,2,0,537,1,Lembrete simples,0
CLI3133,59,2153.39,1417.07,3,0,600,0,N/A,0
CLI3134,47,1320.68,2872.47,4,1,759,1,Lembrete com opção de renegociar,0
CLI3135,61,7076.98,2496.03,3,0,603,0,N/A,0
CLI3136,56,3567.26,1651.77,4,0,667,0,N/A,0
CLI3137,53,2186.72,2556.18,2,0,300,1,Lembrete simples,0
CLI3138,26,1385.47,1447.79,3,1,523,0,N/A,0
CLI3139,28,1187.08,2969.8,3,1,413,1,Lembrete com opção de renegociar,1
CLI3140,37,1441.66,2579.01,6,0,592,0,N/A,0
CLI3141,20,2409.14,2716.17,4,0,405,1,Lembrete simples,1
CLI3142,63,900.0,181.03,2,0,661,0,N/A,0
CLI3143,36,2200.68,2048.18,2,0,807,0,N/A,0
CLI3144,40,1764.56,2475.41,4,1,961,0,N/A,0
CLI3145,62,1957.07,1196.49,12,1,742,0,N/A,0
CLI3146,50,2096.34,1298.1,6,0,447,1,Lembrete com opção de renegociar,0
CLI3147,49,4555.1,2530.62,6,0,601,0,N/A,0
CLI3148,54,1592.26,1037.2,4,0,848,0,N/A,0
CLI3149,41,1053.51,540.16,2,1,563,0,N/A,0
CLI3150,38,1050.3,2530.16,2,1,353,1,Lembrete simples,1
CLI3151,43,2404.46,878.92,2,1,727,0,N/A,0
CLI3152,21,2810.67,2177.8,12,1,805,0,N/A,0
CLI3153,30,1113.8,149.74,6,1,785,0,N/A,0
CLI3154,21,955.83,1859.36,2,1,753,0,N/A,0
CLI3155,25,1678.25,2957.18,3,0,791,1,Lembrete simples,1
CLI3156,61,2386.46,2946.3,6,0,667,0,N/A,0
CLI3157,45,4911.16,1228.53,3,0,657,0,N/A,0
CLI3158,34,1035.82,1439.2,2,1,702,1,Lembrete simples,0
CLI3159,29,2252.68,1050.54,12,0,824,0,N/A,0
CLI3160,49,2539.07,1717.39,4,0,455,1,Lembrete com opção de renegociar,0
CLI3161,34,1580.98,1826.59,2,1,542,0,N/A,0
CLI3162,56,3505.47,1955.94,2,1,415,0,N/A,0
CLI3163,22,2354.88,2936.32,3,0,922,0,N/A,0
CLI3164,21,1774.08,2750.85,6,1,518,0,N/A,0
CLI3165,44,3656.43,2690.28,9,0,638,0,N/A,0
CLI3166,32,2008.92,756.64,3,1,347,1,Lembrete simples,0
CLI3167,37,1332.44,1701.46,9,0,788,0,N/A,0
CLI3168,42,3093.04,702.86,2,0,511,0,N/A,0
CLI3169,21,1992.22,1743.72,2,1,1000,0,N/A,0
CLI3170,30,1148.55,422.47,9,0,696,0,N/A,0
CLI3171,35,2784.34,1643.41,3,0,744,0,N/A,0
CLI3172,24,2464.37,2259.04,4,0,336,1,Lembrete com opção de renegociar,0
CLI3173,27,1786.75,2304.75,6,0,578,0,N/A,0
CLI3174,63,1801.52,283.61,2,1,682,0,N/A,0
CLI3175,45,4303.85,1503.66,4,1,617,0,N/A,0
CLI3176,31,1383.81,1037.06,12,0,780,0,N/A,0
CLI3177,56,1200.89,248.33,2,1,544,1,Lembrete com opção de renegociar,0
CLI3178,33,900.0,1267.23,2,1,555,0,N/A,0
CLI3179,33,2387.55,2805.14,12,0,639,0,N/A,0
CLI3180,52,2139.97,261.9,6,0,332,0,N/A,0
CLI3181,31,1834.04,703.92,6,0,525,0,N/A,0
CLI3182,22,1260.15,1844.35,3,1,391,0,N/A,0
CLI3183,61,4504.95,1574.23,2,0,683,0,N/A,0
CLI3184,62,5746.57,937.78,2,0,690,0,N/A,0
CLI3185,48,1648.43,1769.32,3,0,818,0,N/A,0
CLI3186,35,1209.95,2307.13,4,0,881,0,N/A,0
CLI3187,23,1973.54,1628.55,12,1,476,0,N/A,0
CLI3188,30,1261.78,1498.28,6,1,486,0,N/A,0
CLI3189,58,2906.63,1458.46,6,0,613,0,N/A,0
CLI3190,39,2798.45,382.8,2,0,507,0,N/A,0
CLI3191,58,1399.58,690.93,12,0,754,0,N/A,0
CLI3192,27,3432.09,2068.13,6,0,686,0,N/A,0
CLI3193,48,1083.78,527.84,4,0,594,0,N/A,0
CLI3194,21,1574.41,580.95,3,0,590,0,N/A,0
CLI3195,54,1674.94,1121.86,2,0,641,0,N/A,0
CLI3196,38,4211.87,2529.02,6,1,625,0,N/A,0
CLI3197,56,2927.98,2277.86,2,1,846,0,N/A,0
CLI3198,55,1627.3,1315.49,4,1,498,1,Lembrete simples,1
CLI3199,49,1296.6,2604.55,4,0,723,0,N/A,0
CLI3200,48,2011.47,2553.18,3,1,651,0,N/A,0
CLI3201,30,2069.46,2438.61,2,0,737,1,Lembrete com opção de renegociar,1
CLI3202,22,900.0,1812.52,4,0,492,0,N/A,0
CLI3203,45,2759.33,620.1,12,0,481,1,Lembrete com opção de renegociar,0
CLI3204,22,2218.3,1897.81,3,0,703,0,N/A,0
CLI3205,38,4452.4,219.74,9,1,499,0,N/A,0
CLI3206,62,1645.15,2225.05,6,1,684,0,N/A,0
CLI3207,22,2943.75,650.11,3,0,621,0,N/A,0
CLI3208,56,4174.9,1123.66,4,0,469,0,N/A,0
CLI3209,29,1616.82,2764.89,4,1,537,1,Lembrete simples,0
CLI3210,61,2061.62,1258.75,9,1,735,0,N/A,0
CLI3211,26,1836.48,1674.6,2,0,590,0,N/A,0
CLI3212,21,952.87,239.24,9,1,660,0,N/A,0
CLI3213,48,1303.31,710.25,2,0,648,0,N/A,0
CLI3214,56,3129.38,2890.21,3,0,651,0,N/A,0
CLI3215,25,4300.24,2371.45,9,1,301,0,N/A,0
CLI3216,47,1622.71,2503.28,3,0,885,1,Lembrete simples,1
CLI3217,35,2996.07,273.2,4,0,481,0,N/A,0
CLI3218,54,2343.2,2790.35,4,0,657,0,N/A,0
CLI3219,60,1937.92,2983.14,2,0,806,0,N/A,0
CLI3220,36,1739.46,1268.72,6,0,668,0,N/A,0
CLI3221,27,1273.9,803.17,2,0,403,0,N/A,0
CLI3222,36,1194.95,625.75,3,1,648,0,N/A,0
CLI3223,18,943.61,1654.51,3,0,391,1,Lembrete simples,1
CLI3224,49,900.0,1953.95,9,1,721,1,Lembrete simples,1
CLI3225,51,6077.19,2371.71,9,1,404,0,N/A,0
CLI3226,59,2482.1,1287.96,2,0,365,0,N/A,0
CLI3227,32,2727.7,2807.51,4,1,495,1,Lembrete simples,0
CLI3228,59,3759.41,1003.41,4,0,889,0,N/A,0
CLI3229,23,900.0,1072.12,3,0,777,0,N/A,0
CLI3230,30,1232.65,2214.2,12,0,612,1,Lembrete com opção de renegociar,1
CLI3231,28,1038.65,579.89,4,0,643,0,N/A,0
CLI3232,46,1954.02,1409.38,4,0,602,0,N/A,0
CLI3233,50,2129.74,1219.12,12,1,656,0,N/A,0
CLI3234,23,900.0,1608.23,4,0,675,0,N/A,0
CLI3235,54,1914.09,1985.02,12,0,422,0,N/A,0
CLI3236,62,3603.01,716.69,4,0,384,0,N/A,0
CLI3237,46,1652.45,1421.68,6,1,502,0,N/A,0
CLI3238,51,2134.73,1142.21,3,0,444,1,Lembrete simples,1
CLI3239,49,1494.22,1662.63,3,0,551,1,Lembrete com opção de renegociar,1
CLI3240,36,1800.92,763.08,2,0,610,0,N/A,0
CLI3241,21,2016.64,2766.75,6,1,395,1,Lembrete simples,0
CLI3242,34,3314.14,2382.54,4,1,508,0,N/A,0
CLI3243,39,1447.66,2325.97,12,1,518,1,Lembrete com opção de renegociar,0
CLI3244,59,2620.1,2193.59,3,1,330,0,N/A,0
CLI3245,46,1816.78,1007.65,9,1,451,0,N/A,0
CLI3246,43,1460.59,342.07,12,0,498,0,N/A,0
CLI3247,21,1379.72,541.32,6,1,315,0,N/A,0
CLI3248,58,5828.39,472.87,2,1,379,1,Lembrete com opção de renegociar,0
CLI3249,39,1377.4,747.22,2,0,583,0,N/A,0
CLI3250,24,3049.2,2482.87,3,1,542,0,N/A,0
CLI3251,37,1605.24,2837.64,4,1,438,1,Lembrete com opção de renegociar,1
CLI3252,20,1388.32,2945.01,4,1,705,0,N/A,0
CLI3253,18,1208.09,64.69,2,0,791,0,N/A,0
CLI3254,34,2939.03,2922.74,9,0,460,0,N/A,0
CLI3255,45,1602.32,1797.83,6,1,613,0,N/A,0
CLI3256,34,1165.2,151.32,3,0,718,0,N/A,0
CLI3257,54,2258.35,2729.59,3,1,560,0,N/A,0
CLI3258,35,1317.35,2745.66,12,1,872,1,Lembrete simples,0
CLI3259,37,4188.3,2499.44,9,1,408,0,N/A,0
CLI3260,24,2309.11,258.29,3,0,638,0,N/A,0
CLI3261,26,1185.03,2778.22,2,0,651,1,Lembrete com opção de renegociar,0
CLI3262,49,900.0,2050.25,9,0,618,1,Lembrete com opção de renegociar,0
CLI3263,19,1488.84,2553.63,4,1,742,0,N/A,0
CLI3264,29,2071.02,1909.91,2,1,518,0,N/A,0
CLI3265,37,2099.6,311.32,2,0,726,0,N/A,0
CLI3266,51,4317.78,1927.61,4,1,461,0,N/A,0
CLI3267,38,2057.5,1302.54,4,0,336,0,N/A,0
CLI3268,41,1467.49,1391.98,12,1,729,0,N/A,0
CLI3269,53,3506.51,1033.13,4,0,743,0,N/A,0
CLI3270,33,1050.68,2086.45,4,0,419,1,Lembrete com opção de renegociar,1
CLI3271,47,1257.62,1689.78,4,0,591,0,N/A,0
CLI3272,21,1141.19,1064.28,6,0,754,1,Lembrete com opção de renegociar,1
CLI3273,64,3399.7,106.72,9,1,316,0,N/A,0
CLI3274,63,1452.44,1891.33,9,0,601,0,N/A,0
CLI3275,47,3442.73,807.7,6,0,522,0,N/A,0
CLI3276,64,1390.26,2867.82,3,0,717,0,N/A,0
CLI3277,42,2389.08,1601.67,2,0,579,0,N/A,0
CLI3278,27,1249.11,693.12,9,0,517,1,Lembrete simples,0
CLI3279,59,2337.96,2381.44,4,1,787,0,N/A,0
CLI3280,39,1960.53,1971.97,3,0,574,0,N/A,0
CLI3281,56,1951.46,862.82,4,0,545,0,N/A,0
CLI3282,28,1141.07,2433.38,9,1,811,0,N/A,0
CLI3283,29,2180.6,2008.03,2,1,585,0,N/A,0
CLI3284,28,2453.6,2319.79,12,1,854,0,N/A,0
CLI3285,49,4046.1,2279.74,3,0,661,0,N/A,0
CLI3286,20,3728.2,1391.15,4,0,434,1,Lembrete com opção de renegociar,1
CLI3287,22,2028.63,1377.81,9,0,498,0,N/A,0
CLI3288,31,2374.13,2554.33,2,0,493,0,N/A,0
CLI3289,64,1993.25,345.2,2,1,444,1,Lembrete simples,0
CLI3290,63,2687.62,2292.41,6,1,486,0,N/A,0
CLI3291,42,4031.68,1813.63,2,1,634,0,N/A,0
CLI3292,43,2357.99,2383.56,2,0,678,0,N/A,0
CLI3293,24,4632.3,2032.69,3,1,959,0,N/A,0
CLI3294,51,1130.63,1308.57,6,0,724,0,N/A,0
CLI3295,37,2939.74,1244.65,4,0,904,0,N/A,0
CLI3296,47,1573.52,2905.73,2,0,566,1,Lembrete com opção de renegociar,0
CLI3297,35,3648.48,1053.53,12,1,795,0,N/A,0
CLI3298,58,5273.39,59.84,4,0,300,0,N/A,0
CLI3299,61,1423.03,719.82,4,0,628,1,Lembrete com opção de renegociar,0
CLI3300,19,2193.54,979.84,4,1,624,0,N/A,0
CLI3301,56,2877.98,1216.38,6,0,678,0,N/A,0
CLI3302,30,2059.84,2835.67,6,0,560,0,N/A,0
CLI3303,36,1490.39,1106.87,2,1,827,0,N/A,0
CLI3304,34,952.93,1655.46,6,0,682,0,N/A,0
CLI3305,28,2708.45,212.36,4,1,660,0,N/A,0
CLI3306,19,2897.96,1481.46,9,0,713,0,N/A,0
CLI3307,46,2905.26,1964.41,4,0,680,0,N/A,0
CLI3308,36,2128.6,2315.68,3,1,517,0,N/A,0
CLI3309,21,2000.54,1597.31,4,0,550,1,Lembrete com opção de renegociar,0
CLI3310,53,2587.1,482.08,3,1,476,1,Lembrete simples,0
CLI3311,41,900.0,1151.97,12,1,857,0,N/A,0
CLI3312,59,2229.04,2938.66,4,1,579,0,N/A,0
CLI3313,62,1387.87,1502.19,2,1,415,0,N/A,0
CLI3314,43,3176.8,2996.65,9,1,669,0,N/A,0
CLI3315,55,6143.26,450.6,6,0,526,0,N/A,0
CLI3316,42,1419.93,1810.84,12,1,799,0,N/A,0
CLI3317,22,2310.17,2737.92,2,1,385,0,N/A,0
CLI3318,19,1066.65,805.51,9,1,435,0,N/A,0
CLI3319,25,5399.17,2840.17,6,1,768,0,N/A,0
CLI3320,37,2507.69,1332.91,3,1,443,1,Lembrete simples,0
CLI3321,45,3010.41,2471.76,12,0,665,1,Lembrete simples,1
CLI3322,27,1230.87,839.54,2,1,479,0,N/A,0
CLI3323,45,900.0,2733.93,2,0,637,1,Lembrete com opção de renegociar,1
CLI3324,37,900.0,2338.43,2,1,473,1,Lembrete simples,1
CLI3325,26,1101.42,552.34,2,0,743,0,N/A,0
CLI3326,31,2163.96,1426.49,4,0,673,1,Lembrete simples,1
CLI3327,34,931.54,1708.78,6,1,526,1,Lembrete com opção de renegociar,0
CLI3328,32,2893.63,718.83,6,0,543,0,N/A,0
CLI3329,27,1162.24,1606.37,12,1,444,0,N/A,0
CLI3330,32,1024.93,338.6,4,0,449,1,Lembrete com opção de renegociar,0
CLI3331,45,3838.61,2402.24,2,1,352,1,Lembrete simples,0
CLI3332,45,1694.41,1013.24,2,0,602,0,N/A,0
CLI3333,36,1298.78,204.26,6,0,631,0,N/A,0
CLI3334,55,2079.47,1987.67,3,0,831,0,N/A,0
CLI3335,41,1715.48,392.54,3,1,552,0,N/A,0
CLI3336,40,1715.97,2762.95,6,1,755,0,N/A,0
CLI3337,50,3852.5,2527.25,9,0,737,1,Lembrete com opção de renegociar,1
CLI3338,52,925.51,1192.42,6,0,684,1,Lembrete com opção de renegociar,0
CLI3339,50,1344.24,2439.72,6,0,300,1,Lembrete com opção de renegociar,0
CLI3340,25,2440.11,2772.11,9,0,300,1,Lembrete simples,0
CLI3341,61,1329.93,2873.59,6,0,628,1,Lembrete com opção de renegociar,1
CLI3342,47,1071.14,1004.77,2,1,736,0,N/A,0
CLI3343,28,1013.66,547.55,4,0,998,0,N/A,0
CLI3344,42,1712.78,72.07,4,0,382,0,N/A,0
CLI3345,53,1617.87,1185.28,4,0,669,1,Lembrete simples,0
CLI3346,57,2130.86,430.83,12,1,342,0,N/A,0
CLI3347,58,2141.1,1769.92,6,1,718,0,N/A,0
CLI3348,37,1738.13,2627.94,4,0,636,0,N/A,0
CLI3349,29,1138.2,991.83,9,0,788,0,N/A,0
CLI3350,18,1743.84,2180.45,2,0,483,1,Lembrete simples,0
CLI3351,55,2293.17,1599.95,6,0,418,0,N/A,0
CLI3352,48,3918.0,710.23,3,0,646,0,N/A,0
CLI3353,48,1418.51,81.99,9,0,524,1,Lembrete simples,0
CLI3354,29,1483.23,2436.31,2,0,541,1,Lembrete simples,0
CLI3355,48,1075.08,1890.72,12,0,300,0,N/A,0
CLI3356,43,2628.87,2545.67,9,1,722,0,N/A,0
CLI3357,50,3263.02,231.21,9,0,471,1,Lembrete simples,0
CLI3358,37,1459.76,1006.13,6,0,644,0,N/A,0
CLI3359,51,2350.13,770.29,9,0,724,0,N/A,0
CLI3360,24,1080.61,266.67,2,1,457,0,N/A,0
CLI3361,37,1635.87,673.65,3,1,359,1,Lembrete com opção de renegociar,0
CLI3362,44,900.0,1230.65,4,1,403,1,Lembrete com opção de renegociar,0
CLI3363,48,1322.81,1169.22,2,0,592,0,N/A,0
CLI3364,18,2635.09,1767.14,6,0,708,0,N/A,0
CLI3365,33,2323.82,210.2,3,1,610,0,N/A,0
CLI3366,28,3030.7,1445.96,6,0,733,0,N/A,0
CLI3367,39,3005.56,502.32,3,1,427,0,N/A,0
CLI3368,22,1764.28,1409.76,12,0,775,0,N/A,0
CLI3369,19,4000.96,508.82,4,1,510,1,Lembrete com opção de renegociar,1
CLI3370,62,1191.63,808.06,6,1,527,0,N/A,0
CLI3371,64,1069.26,84.47,4,0,497,0,N/A,0
CLI3372,60,2859.91,2024.84,2,1,355,0,N/A,0
CLI3373,28,1740.84,896.89,9,1,552,1,Lembrete simples,0
CLI3374,36,2183.07,166.7,4,0,767,0,N/A,0
CLI3375,48,2102.34,1170.03,12,0,577,0,N/A,0
CLI3376,58,1326.48,1237.08,4,1,749,0,N/A,0
CLI3377,57,2450.28,2809.35,12,1,418,1,Lembrete com opção de renegociar,1
CLI3378,41,1076.81,1756.45,3,1,839,0,N/A,0
CLI3379,63,1118.63,264.96,4,0,641,0,N/A,0
CLI3380,38,2199.86,53.27,12,0,687,0,N/A,0
CLI3381,50,2284.35,2151.53,12,1,683,0,N/A,0
CLI3382,64,900.0,1355.31,4,0,591,0,N/A,0
CLI3383,51,2488.55,2950.1,3,1,616,1,Lembrete com opção de renegociar,1
CLI3384,46,1539.44,2423.42,6,0,679,1,Lembrete com opção de renegociar,0
CLI3385,53,900.0,790.56,3,0,554,0,N/A,0
CLI3386,24,1779.65,2233.43,3,0,847,0,N/A,0
CLI3387,18,1542.63,1864.35,3,1,627,1,Lembrete simples,0
CLI3388,28,900.0,1909.37,2,0,405,1,Lembrete simples,0
CLI3389,22,1304.29,2538.81,3,0,601,1,Lembrete com opção de renegociar,0
CLI3390,30,916.08,1385.09,9,0,802,0,N/A,0
CLI3391,54,1205.93,97.4,3,1,543,0,N/A,0
CLI3392,57,4850.52,1604.63,3,0,512,1,Lembrete com opção de renegociar,0
CLI3393,22,1919.11,1988.28,3,0,314,0,N/A,0
CLI3394,51,1319.59,260.52,12,0,573,0,N/A,0
CLI3395,36,900.0,457.13,2,1,706,0,N/A,0
CLI3396,25,3584.89,2730.51,4,1,484,0,N/A,0
CLI3397,30,2610.26,2695.94,9,0,588,1,Lembrete com opção de renegociar,0
CLI3398,26,941.01,547.74,4,1,782,0,N/A,0
CLI3399,30,2834.44,2523.41,9,0,571,0,N/A,0
CLI3400,62,900.0,2711.21,2,0,645,1,Lembrete com opção de renegociar,0
CLI3401,40,2446.86,414.37,2,0,639,0,N/A,0
CLI3402,39,1756.22,2696.16,4,0,639,0,N/A,0
CLI3403,63,1234.12,2635.81,12,0,463,1,Lembrete com opção de renegociar,0
CLI3404,61,1715.31,2196.47,2,1,485,0,N/A,0
CLI3405,21,1253.65,1537.04,3,0,667,1,Lembrete simples,0
CLI3406,56,2278.39,323.79,3,0,1000,0,N/A,0
CLI3407,49,3160.78,580.45,12,0,538,0,N/A,0
CLI3408,18,2399.0,2873.7,3,1,636,0,N/A,0
CLI3409,31,2099.91,1563.87,9,1,683,1,Lembrete simples,0
CLI3410,40,2610.58,1429.61,9,1,649,1,Lembrete com opção de renegociar,0
CLI3411,47,6243.01,2931.36,3,0,519,0,N/A,0
CLI3412,18,2276.17,1558.69,12,0,587,1,Lembrete simples,1
CLI3413,59,3767.78,339.82,4,0,490,0,N/A,0
CLI3414,28,1822.62,1080.97,3,1,545,0,N/A,0
CLI3415,49,4756.29,2385.35,6,0,392,0,N/A,0
CLI3416,43,900.0,1064.87,4,0,577,1,Lembrete simples,0
CLI3417,59,2287.52,1436.99,12,0,321,1,Lembrete com opção de renegociar,0
CLI3418,28,2886.56,2201.43,12,1,553,0,N/A,0
CLI3419,35,1065.75,2018.04,4,0,662,0,N/A,0
CLI3420,30,1893.46,675.65,2,1,448,0,N/A,0
CLI3421,31,7025.29,1336.12,3,0,612,0,N/A,0
CLI3422,63,3355.15,954.12,3,1,439,0,N/A,0
CLI3423,31,1699.85,1596.15,3,1,556,0,N/A,0
CLI3424,35,1612.6,863.33,12,0,765,0,N/A,0
CLI3425,22,1349.75,961.29,2,1,386,1,Lembrete simples,0
CLI3426,27,1581.4,2445.55,9,0,876,1,Lembrete com opção de renegociar,0
CLI3427,55,2859.85,1065.23,3,1,873,0,N/A,0
CLI3428,55,1417.71,1983.66,4,0,543,0,N/A,0
CLI3429,31,1353.72,1781.01,4,0,592,1,Lembrete com opção de renegociar,0
CLI3430,50,2815.11,2155.83,12,1,665,0,N/A,0
CLI3431,42,1331.27,2841.61,4,0,437,1,Lembrete com opção de renegociar,0
CLI3432,39,1700.8,2184.49,6,0,690,1,Lembrete simples,0
CLI3433,63,1201.46,593.55,9,0,674,0,N/A,0
CLI3434,58,1503.87,2377.21,12,0,648,1,Lembrete com opção de renegociar,0
CLI3435,21,1857.44,1945.17,2,1,595,0,N/A,0
CLI3436,35,1683.04,767.37,9,0,620,0,N/A,0
CLI3437,47,1421.98,1909.0,6,0,687,0,N/A,0
CLI3438,28,1979.29,844.99,6,0,528,1,Lembrete simples,0
CLI3439,27,2134.73,2513.84,9,0,738,1,Lembrete simples,0
CLI3440,49,1454.48,1099.86,3,0,666,0,N/A,0
CLI3441,56,1157.44,2988.22,4,0,704,1,Lembrete com opção de renegociar,1
CLI3442,64,1601.77,1335.82,9,1,584,0,N/A,0
CLI3443,43,4594.23,1938.72,2,0,663,1,Lembrete simples,0
CLI3444,57,2671.76,2109.44,4,1,610,0,N/A,0
CLI3445,25,913.18,1537.04,2,0,665,0,N/A,0
CLI3446,28,1213.88,1559.77,4,0,521,0,N/A,0
CLI3447,35,1580.3,2199.87,4,0,650,0,N/A,0
CLI3448,35,2332.44,2346.69,4,1,591,0,N/A,0
CLI3449,34,1623.3,2292.95,6,0,672,0,N/A,0
CLI3450,30,1850.93,599.78,3,0,599,0,N/A,0
CLI3451,51,4570.84,2476.05,2,0,798,0,N/A,0
CLI3452,31,2232.35,1857.32,4,1,431,0,N/A,0
CLI3453,40,1806.27,974.14,12,0,382,1,Lembrete com opção de renegociar,1
CLI3454,57,4585.27,1184.4,6,0,579,0,N/A,0
CLI3455,18,1479.79,2753.46,4,0,631,1,Lembrete simples,1
CLI3456,40,2505.76,194.05,6,0,846,0,N/A,0
CLI3457,63,1554.68,1744.61,2,0,660,0,N/A,0
CLI3458,19,2986.42,782.74,3,1,590,0,N/A,0
CLI3459,62,3067.24,846.86,3,1,362,0,N/A,0
CLI3460,19,1019.17,1084.45,2,1,388,0,N/A,0
CLI3461,44,1490.95,2328.51,4,1,592,1,Lembrete simples,0
CLI3462,59,1536.84,847.45,4,1,717,0,N/A,0
CLI3463,49,1601.31,2537.24,3,1,410,1,Lembrete simples,1
CLI3464,62,1207.14,2640.4,2,0,750,1,Lembrete com opção de renegociar,0
CLI3465,21,2215.1,937.48,12,0,816,0,N/A,0
CLI3466,30,2917.06,2027.98,4,0,552,0,N/A,0
CLI3467,25,5151.08,1260.49,4,1,824,0,N/A,0
CLI3468,32,1621.78,2505.71,4,0,561,0,N/A,0
CLI3469,49,3615.67,479.47,4,1,521,0,N/A,0
CLI3470,57,975.78,2997.87,4,0,344,1,Lembrete com opção de renegociar,1
CLI3471,25,2367.92,1178.72,3,0,831,0,N/A,0
CLI3472,19,900.0,2794.06,3,1,812,0,N/A,0
CLI3473,43,2067.82,2821.2,6,0,707,1,Lembrete com opção de renegociar,0
CLI3474,31,3145.49,871.23,9,0,533,0,N/A,0
CLI3475,18,2860.47,2858.03,6,0,635,0,N/A,0
CLI3476,46,1347.65,527.98,2,0,533,0,N/A,0
CLI3477,23,1863.22,1087.46,12,1,375,1,Lembrete com opção de renegociar,0
CLI3478,57,2019.65,1589.47,3,0,609,1,Lembrete simples,0
CLI3479,42,3013.68,1207.59,9,1,516,0,N/A,0
